"tick","FlagC"
1.0,25
2.0,25
3.0,25
4.0,25
5.0,25
6.0,25
7.0,25
8.0,24
9.0,24
10.0,24
11.0,24
12.0,24
13.0,24
14.0,24
15.0,24
16.0,24
17.0,24
18.0,24
19.0,23
20.0,23
21.0,23
22.0,23
23.0,23
24.0,23
25.0,22
26.0,21
27.0,21
28.0,21
29.0,20
30.0,20
31.0,20
32.0,20
33.0,20
34.0,20
35.0,20
36.0,19
37.0,19
38.0,19
39.0,19
40.0,19
41.0,19
42.0,19
43.0,19
44.0,19
45.0,19
46.0,18
47.0,18
48.0,18
49.0,18
50.0,18
51.0,18
52.0,18
53.0,18
54.0,18
55.0,18
56.0,18
57.0,18
58.0,18
59.0,18
60.0,18
61.0,18
62.0,16
63.0,16
64.0,16
65.0,16
66.0,16
67.0,15
68.0,15
69.0,15
70.0,14
71.0,14
72.0,14
73.0,14
74.0,13
75.0,13
76.0,13
77.0,13
78.0,12
79.0,12
80.0,12
81.0,12
82.0,12
83.0,12
84.0,12
85.0,12
86.0,11
87.0,11
88.0,11
89.0,11
90.0,10
91.0,9
92.0,9
93.0,9
94.0,9
95.0,9
96.0,9
97.0,9
98.0,9
99.0,9
100.0,9
101.0,9
102.0,9
103.0,9
104.0,9
105.0,9
106.0,9
107.0,9
108.0,9
109.0,8
110.0,8
111.0,8
112.0,8
113.0,8
114.0,8
115.0,8
116.0,8
117.0,8
118.0,8
119.0,8
120.0,8
121.0,8
122.0,8
123.0,7
124.0,7
125.0,7
126.0,7
127.0,7
128.0,7
129.0,7
130.0,7
131.0,7
132.0,6
133.0,6
134.0,6
135.0,6
136.0,6
137.0,6
138.0,6
139.0,6
140.0,6
141.0,6
142.0,6
143.0,6
144.0,6
145.0,6
146.0,6
147.0,6
148.0,6
149.0,6
150.0,6
151.0,6
152.0,6
153.0,6
154.0,6
155.0,6
156.0,6
157.0,6
158.0,6
159.0,6
160.0,6
161.0,6
162.0,6
163.0,6
164.0,6
165.0,6
166.0,5
167.0,5
168.0,5
169.0,5
170.0,4
171.0,4
172.0,4
173.0,4
174.0,4
175.0,4
176.0,4
177.0,4
178.0,4
179.0,4
180.0,4
181.0,4
182.0,4
183.0,4
184.0,4
185.0,4
186.0,4
187.0,4
188.0,4
189.0,4
190.0,4
191.0,4
192.0,4
193.0,4
194.0,4
195.0,4
196.0,4
197.0,4
198.0,4
199.0,3
200.0,3
201.0,3
202.0,3
203.0,3
204.0,3
205.0,3
206.0,3
207.0,3
208.0,3
209.0,3
210.0,3
211.0,3
212.0,3
213.0,3
214.0,3
215.0,3
216.0,3
217.0,3
218.0,3
219.0,3
220.0,3
221.0,3
222.0,3
223.0,3
224.0,3
225.0,3
226.0,3
227.0,3
228.0,3
229.0,3
230.0,3
231.0,3
232.0,3
233.0,3
234.0,3
