"tick","FlagC"
1.0,25
2.0,24
3.0,24
4.0,23
5.0,22
6.0,21
7.0,21
8.0,20
9.0,20
10.0,20
11.0,20
12.0,19
13.0,18
14.0,18
15.0,18
16.0,18
17.0,18
18.0,18
19.0,18
20.0,18
21.0,18
22.0,18
23.0,18
24.0,18
25.0,18
26.0,18
27.0,18
28.0,18
29.0,18
30.0,18
31.0,18
32.0,18
33.0,18
34.0,17
35.0,17
36.0,17
37.0,16
38.0,16
39.0,16
40.0,16
41.0,15
42.0,15
43.0,15
44.0,15
45.0,15
46.0,15
47.0,15
48.0,15
49.0,15
50.0,15
51.0,15
52.0,15
53.0,15
54.0,15
55.0,15
56.0,13
57.0,13
58.0,12
59.0,12
60.0,12
61.0,11
62.0,10
63.0,10
64.0,10
65.0,10
66.0,10
67.0,10
68.0,10
69.0,10
70.0,9
71.0,9
72.0,9
73.0,9
74.0,9
75.0,9
76.0,9
77.0,9
78.0,9
79.0,9
80.0,9
81.0,9
82.0,9
83.0,9
84.0,9
85.0,9
86.0,9
87.0,9
88.0,9
89.0,9
90.0,9
91.0,9
92.0,9
93.0,9
94.0,9
95.0,9
96.0,9
97.0,9
98.0,9
99.0,9
100.0,9
101.0,9
102.0,9
103.0,9
104.0,9
105.0,9
106.0,9
107.0,9
108.0,9
109.0,9
110.0,9
111.0,9
112.0,9
113.0,9
114.0,9
115.0,9
116.0,9
117.0,9
118.0,9
119.0,9
120.0,9
121.0,8
122.0,8
123.0,8
124.0,8
125.0,8
126.0,8
127.0,8
128.0,8
129.0,8
130.0,8
131.0,8
132.0,8
133.0,8
134.0,8
135.0,7
136.0,7
137.0,7
138.0,7
139.0,7
140.0,7
141.0,7
142.0,7
143.0,6
144.0,6
145.0,6
146.0,6
147.0,6
148.0,6
149.0,6
150.0,6
151.0,6
152.0,6
153.0,6
154.0,6
155.0,6
156.0,6
157.0,6
158.0,6
159.0,6
160.0,6
161.0,6
162.0,6
163.0,6
164.0,6
165.0,6
166.0,6
167.0,6
168.0,6
169.0,6
170.0,6
171.0,6
172.0,6
173.0,6
174.0,5
175.0,5
176.0,5
177.0,5
178.0,5
179.0,5
180.0,5
181.0,5
182.0,5
183.0,5
184.0,5
185.0,5
186.0,5
187.0,5
188.0,4
189.0,4
190.0,4
191.0,4
192.0,4
193.0,4
194.0,4
195.0,4
196.0,4
197.0,4
198.0,4
199.0,4
200.0,4
201.0,4
202.0,4
203.0,4
204.0,4
205.0,4
206.0,4
207.0,4
208.0,4
209.0,4
210.0,4
211.0,4
