"tick","FlagC"
1.0,24
2.0,24
3.0,24
4.0,23
5.0,23
6.0,23
7.0,23
8.0,22
9.0,22
10.0,22
11.0,21
12.0,21
13.0,21
14.0,21
15.0,20
16.0,20
17.0,20
18.0,20
19.0,20
20.0,20
21.0,20
22.0,20
23.0,20
24.0,20
25.0,20
26.0,20
27.0,20
28.0,19
29.0,19
30.0,19
31.0,19
32.0,19
33.0,19
34.0,19
35.0,18
36.0,18
37.0,18
38.0,17
39.0,17
40.0,17
41.0,17
42.0,17
43.0,17
44.0,17
45.0,17
46.0,17
47.0,17
48.0,15
49.0,15
50.0,15
51.0,13
52.0,13
53.0,13
54.0,13
55.0,13
56.0,13
57.0,13
58.0,13
59.0,12
60.0,12
61.0,12
62.0,12
63.0,12
64.0,12
65.0,12
66.0,12
67.0,12
68.0,12
69.0,12
70.0,12
71.0,12
72.0,12
73.0,12
74.0,12
75.0,12
76.0,12
77.0,12
78.0,12
79.0,12
80.0,12
81.0,12
82.0,12
83.0,12
84.0,12
85.0,11
86.0,11
87.0,11
88.0,10
89.0,10
90.0,10
91.0,10
92.0,10
93.0,10
94.0,10
95.0,10
96.0,10
97.0,10
98.0,10
99.0,10
100.0,10
101.0,10
102.0,10
103.0,10
104.0,10
105.0,10
106.0,10
107.0,10
108.0,10
109.0,10
110.0,10
111.0,10
112.0,10
113.0,9
114.0,9
115.0,9
116.0,9
117.0,9
118.0,9
119.0,9
120.0,9
121.0,9
122.0,9
123.0,9
124.0,9
125.0,9
126.0,9
127.0,9
128.0,9
129.0,9
130.0,9
131.0,9
132.0,9
133.0,9
134.0,8
135.0,8
136.0,8
137.0,8
138.0,8
139.0,8
140.0,8
141.0,8
142.0,8
143.0,8
144.0,8
145.0,8
146.0,8
147.0,8
148.0,8
149.0,8
150.0,8
151.0,8
152.0,8
153.0,8
154.0,8
155.0,8
156.0,8
157.0,8
158.0,8
159.0,8
160.0,8
161.0,8
162.0,8
163.0,8
164.0,7
165.0,7
166.0,7
167.0,7
168.0,7
169.0,7
170.0,7
171.0,7
172.0,7
173.0,6
174.0,6
175.0,6
176.0,6
177.0,6
178.0,6
179.0,6
180.0,6
181.0,6
182.0,6
183.0,6
184.0,6
185.0,6
186.0,6
187.0,6
188.0,6
189.0,6
190.0,6
191.0,6
192.0,6
193.0,6
194.0,6
195.0,6
196.0,6
197.0,6
198.0,6
199.0,6
200.0,6
201.0,5
202.0,5
203.0,5
204.0,5
205.0,5
206.0,5
207.0,5
208.0,5
209.0,5
210.0,5
211.0,5
212.0,5
213.0,5
214.0,5
215.0,5
216.0,5
217.0,5
218.0,5
219.0,5
220.0,5
221.0,5
222.0,5
223.0,5
224.0,5
225.0,4
226.0,4
227.0,4
228.0,4
229.0,4
230.0,4
231.0,4
232.0,4
233.0,4
234.0,4
235.0,4
236.0,4
237.0,3
238.0,3
239.0,3
240.0,2
241.0,2
242.0,2
243.0,2
244.0,2
245.0,2
246.0,2
247.0,2
248.0,2
249.0,2
250.0,2
251.0,2
252.0,2
253.0,2
254.0,2
255.0,2
256.0,2
257.0,2
258.0,2
259.0,2
260.0,2
261.0,2
262.0,2
263.0,2
264.0,2
265.0,2
266.0,2
267.0,2
268.0,2
269.0,2
270.0,2
271.0,2
272.0,2
273.0,2
274.0,2
275.0,2
276.0,2
277.0,2
278.0,2
279.0,2
280.0,2
281.0,2
282.0,2
283.0,2
284.0,2
285.0,2
286.0,2
287.0,2
288.0,2
289.0,2
290.0,2
291.0,2
292.0,2
293.0,2
294.0,2
295.0,2
296.0,2
297.0,2
298.0,2
299.0,2
300.0,2
301.0,2
302.0,2
303.0,2
304.0,2
305.0,2
306.0,2
307.0,2
308.0,2
309.0,2
310.0,2
311.0,2
312.0,2
313.0,2
314.0,2
315.0,2
316.0,2
317.0,2
318.0,2
319.0,2
320.0,2
321.0,2
322.0,2
323.0,2
324.0,2
325.0,2
326.0,2
327.0,2
328.0,2
329.0,2
330.0,2
331.0,2
332.0,2
333.0,2
334.0,2
335.0,2
336.0,2
337.0,2
338.0,2
339.0,2
340.0,2
341.0,2
342.0,2
343.0,2
344.0,2
345.0,2
346.0,2
347.0,2
348.0,2
349.0,2
350.0,2
351.0,2
352.0,2
353.0,2
354.0,2
355.0,2
356.0,2
357.0,2
358.0,2
359.0,2
360.0,2
361.0,2
362.0,2
363.0,2
364.0,2
365.0,2
366.0,2
367.0,2
368.0,2
369.0,2
370.0,2
371.0,2
372.0,2
373.0,2
374.0,2
375.0,2
376.0,2
377.0,2
378.0,2
379.0,2
380.0,2
381.0,2
382.0,2
383.0,2
384.0,2
385.0,2
386.0,2
387.0,2
388.0,2
389.0,2
390.0,2
391.0,2
392.0,2
393.0,2
394.0,2
395.0,1
396.0,1
397.0,1
398.0,1
399.0,1
400.0,1
401.0,1
402.0,1
403.0,1
404.0,1
405.0,1
406.0,1
407.0,1
408.0,1
409.0,1
410.0,1
411.0,1
412.0,1
413.0,1
414.0,1
415.0,1
416.0,1
417.0,1
418.0,1
419.0,1
420.0,1
421.0,1
422.0,1
423.0,1
424.0,1
425.0,1
426.0,1
427.0,1
428.0,1
429.0,1
430.0,1
431.0,1
432.0,1
433.0,1
434.0,1
435.0,1
436.0,1
437.0,1
438.0,1
439.0,1
440.0,1
441.0,1
442.0,1
443.0,1
444.0,1
445.0,1
446.0,1
447.0,1
448.0,1
449.0,1
450.0,1
451.0,1
452.0,1
453.0,1
454.0,1
455.0,1
456.0,1
457.0,1
458.0,1
459.0,1
460.0,1
461.0,1
462.0,1
463.0,1
464.0,1
465.0,1
466.0,1
467.0,1
468.0,1
469.0,1
470.0,1
471.0,1
472.0,1
473.0,1
474.0,1
475.0,1
476.0,1
477.0,1
478.0,1
479.0,1
480.0,1
481.0,1
482.0,1
483.0,1
484.0,1
485.0,1
486.0,1
487.0,1
488.0,1
489.0,1
490.0,1
491.0,1
492.0,1
493.0,1
494.0,1
495.0,1
496.0,1
497.0,1
498.0,1
499.0,1
500.0,1
501.0,1
502.0,1
503.0,1
504.0,1
505.0,1
506.0,1
507.0,1
508.0,1
509.0,1
510.0,1
511.0,1
512.0,1
513.0,1
514.0,1
515.0,1
516.0,1
517.0,1
518.0,1
519.0,1
520.0,1
521.0,1
522.0,1
523.0,1
524.0,1
525.0,1
526.0,1
527.0,1
528.0,1
529.0,1
530.0,1
531.0,1
532.0,1
533.0,1
534.0,1
535.0,1
536.0,1
537.0,1
538.0,1
539.0,1
540.0,1
541.0,1
542.0,1
543.0,1
544.0,1
545.0,1
546.0,1
547.0,1
548.0,1
549.0,1
550.0,1
551.0,1
552.0,1
553.0,1
554.0,1
555.0,1
556.0,1
557.0,1
558.0,1
559.0,1
560.0,1
561.0,1
562.0,1
563.0,1
564.0,0
