"tick","FlagC"
1.0,23
2.0,22
3.0,22
4.0,22
5.0,22
6.0,22
7.0,22
8.0,22
9.0,22
10.0,22
11.0,22
12.0,22
13.0,22
14.0,22
15.0,22
16.0,21
17.0,21
18.0,21
19.0,21
20.0,21
21.0,21
22.0,21
23.0,20
24.0,20
25.0,20
26.0,20
27.0,20
28.0,20
29.0,20
30.0,20
31.0,20
32.0,20
33.0,20
34.0,20
35.0,20
36.0,20
37.0,20
38.0,20
39.0,20
40.0,20
41.0,20
42.0,20
43.0,20
44.0,20
45.0,20
46.0,20
47.0,20
48.0,20
49.0,20
50.0,20
51.0,20
52.0,20
53.0,20
54.0,20
55.0,19
56.0,18
57.0,18
58.0,18
59.0,18
60.0,18
61.0,18
62.0,18
63.0,18
64.0,18
65.0,18
66.0,18
67.0,18
68.0,18
69.0,18
70.0,18
71.0,18
72.0,18
73.0,18
74.0,17
75.0,17
76.0,17
77.0,16
78.0,16
79.0,16
80.0,16
81.0,16
82.0,16
83.0,16
84.0,16
85.0,16
86.0,16
87.0,16
88.0,16
89.0,16
90.0,15
91.0,15
92.0,15
93.0,15
94.0,15
95.0,15
96.0,15
97.0,15
98.0,15
99.0,15
100.0,15
101.0,15
102.0,15
103.0,15
104.0,14
105.0,14
106.0,14
107.0,14
108.0,14
109.0,14
110.0,14
111.0,14
112.0,14
113.0,14
114.0,14
115.0,14
116.0,14
117.0,14
118.0,14
119.0,14
120.0,14
121.0,14
122.0,14
123.0,13
124.0,13
125.0,13
126.0,12
127.0,12
128.0,12
129.0,12
130.0,12
131.0,12
132.0,12
133.0,12
134.0,12
135.0,12
136.0,12
137.0,12
138.0,12
139.0,12
140.0,12
141.0,12
142.0,12
143.0,12
144.0,12
145.0,12
146.0,12
147.0,12
148.0,12
149.0,12
150.0,12
151.0,12
152.0,12
153.0,12
154.0,12
155.0,12
156.0,12
157.0,12
158.0,12
159.0,12
160.0,12
161.0,12
162.0,12
163.0,12
164.0,12
165.0,11
166.0,11
167.0,11
168.0,11
169.0,11
170.0,11
171.0,11
172.0,11
173.0,11
174.0,11
175.0,11
176.0,11
177.0,11
178.0,11
179.0,11
180.0,11
181.0,11
182.0,11
183.0,10
184.0,10
185.0,10
186.0,10
187.0,10
188.0,10
189.0,10
190.0,10
191.0,9
192.0,8
193.0,8
194.0,8
195.0,8
196.0,8
197.0,8
198.0,8
199.0,8
200.0,8
201.0,8
202.0,8
203.0,8
204.0,8
205.0,8
206.0,8
207.0,8
208.0,7
209.0,7
210.0,6
211.0,6
212.0,6
213.0,6
214.0,6
215.0,6
216.0,5
217.0,5
218.0,5
219.0,5
220.0,5
221.0,5
222.0,5
223.0,5
224.0,5
225.0,5
226.0,5
227.0,5
228.0,4
229.0,4
230.0,4
231.0,4
232.0,4
233.0,4
234.0,4
235.0,4
236.0,4
237.0,4
238.0,4
239.0,4
240.0,4
241.0,4
242.0,4
243.0,4
244.0,4
245.0,4
246.0,4
247.0,4
248.0,4
249.0,4
250.0,4
251.0,4
252.0,4
253.0,4
254.0,4
255.0,4
256.0,4
257.0,4
258.0,4
259.0,4
260.0,4
261.0,4
262.0,4
263.0,4
264.0,4
265.0,4
266.0,4
267.0,4
268.0,4
269.0,4
270.0,4
271.0,4
272.0,4
273.0,4
274.0,4
275.0,4
276.0,4
277.0,4
278.0,4
279.0,4
280.0,4
281.0,4
282.0,4
283.0,4
284.0,4
285.0,4
286.0,4
287.0,4
288.0,4
289.0,4
290.0,4
291.0,4
292.0,4
293.0,4
294.0,4
295.0,4
296.0,4
297.0,4
298.0,4
299.0,4
300.0,4
301.0,4
302.0,4
303.0,4
304.0,4
305.0,4
306.0,4
307.0,4
308.0,4
309.0,4
310.0,4
311.0,4
312.0,4
313.0,4
314.0,4
315.0,4
316.0,4
317.0,4
318.0,4
319.0,4
320.0,4
321.0,4
322.0,4
323.0,4
324.0,4
325.0,4
326.0,4
327.0,4
328.0,4
329.0,4
330.0,4
331.0,4
332.0,4
333.0,4
334.0,4
335.0,4
336.0,4
337.0,4
338.0,4
339.0,4
340.0,4
341.0,4
342.0,4
343.0,4
344.0,4
345.0,4
346.0,4
347.0,4
348.0,4
349.0,4
350.0,4
351.0,4
352.0,4
353.0,4
354.0,4
355.0,4
356.0,4
357.0,4
358.0,4
359.0,4
360.0,4
361.0,4
362.0,4
363.0,4
364.0,4
365.0,4
366.0,4
367.0,4
368.0,4
369.0,4
370.0,4
371.0,4
372.0,4
373.0,4
374.0,4
375.0,4
376.0,4
377.0,4
378.0,4
379.0,4
380.0,4
381.0,4
382.0,4
383.0,4
384.0,4
385.0,4
386.0,4
387.0,4
388.0,4
389.0,4
390.0,4
391.0,4
392.0,4
393.0,4
394.0,3
395.0,3
396.0,3
397.0,3
398.0,3
399.0,3
400.0,3
401.0,3
402.0,3
403.0,3
404.0,3
405.0,3
406.0,3
407.0,3
408.0,3
409.0,3
410.0,3
411.0,3
412.0,3
413.0,3
414.0,3
415.0,3
416.0,3
417.0,3
418.0,3
419.0,3
420.0,3
421.0,3
422.0,3
423.0,3
424.0,3
425.0,3
426.0,3
427.0,3
428.0,3
