"tick","FlagC"
1.0,24
2.0,23
3.0,22
4.0,22
5.0,22
6.0,22
7.0,21
8.0,21
9.0,21
10.0,21
11.0,21
12.0,21
13.0,21
14.0,21
15.0,21
16.0,21
17.0,21
18.0,21
19.0,20
20.0,20
21.0,19
22.0,19
23.0,19
24.0,19
25.0,19
26.0,19
27.0,18
28.0,18
29.0,18
30.0,18
31.0,18
32.0,18
33.0,18
34.0,18
35.0,18
36.0,18
37.0,18
38.0,18
39.0,18
40.0,18
41.0,18
42.0,18
43.0,18
44.0,17
45.0,17
46.0,15
47.0,13
48.0,13
49.0,12
50.0,12
51.0,12
52.0,12
53.0,12
54.0,12
55.0,12
56.0,12
57.0,12
58.0,12
59.0,12
60.0,12
61.0,12
62.0,12
63.0,12
64.0,12
65.0,12
66.0,12
67.0,12
68.0,12
69.0,12
70.0,12
71.0,12
72.0,12
73.0,12
74.0,11
75.0,11
76.0,11
77.0,11
78.0,11
79.0,10
80.0,10
81.0,10
82.0,10
83.0,10
84.0,10
85.0,10
86.0,10
87.0,9
88.0,9
89.0,9
90.0,9
91.0,9
92.0,9
93.0,9
94.0,9
95.0,8
96.0,8
97.0,8
98.0,8
99.0,7
100.0,7
101.0,7
102.0,7
103.0,7
104.0,7
105.0,7
106.0,7
107.0,7
108.0,7
109.0,6
110.0,6
111.0,6
112.0,6
113.0,6
114.0,6
115.0,6
116.0,6
117.0,6
118.0,6
119.0,6
120.0,6
121.0,6
122.0,6
123.0,6
124.0,6
125.0,6
126.0,6
127.0,6
128.0,6
129.0,6
130.0,6
131.0,6
132.0,6
133.0,6
134.0,6
135.0,6
136.0,6
137.0,6
138.0,6
139.0,6
140.0,6
141.0,6
142.0,6
143.0,6
144.0,6
145.0,6
146.0,6
147.0,6
148.0,6
149.0,6
150.0,6
151.0,6
152.0,6
153.0,6
154.0,6
155.0,6
156.0,6
157.0,5
158.0,5
159.0,5
160.0,5
161.0,5
162.0,5
163.0,5
164.0,5
165.0,5
166.0,5
167.0,5
168.0,5
169.0,5
170.0,5
171.0,5
172.0,5
173.0,5
174.0,5
175.0,5
176.0,5
177.0,5
178.0,5
179.0,5
180.0,5
181.0,5
182.0,5
183.0,5
184.0,5
185.0,5
186.0,5
187.0,5
188.0,5
189.0,5
190.0,5
191.0,5
192.0,5
193.0,5
194.0,5
195.0,5
196.0,5
197.0,5
198.0,5
199.0,5
200.0,5
201.0,5
202.0,5
203.0,5
204.0,5
205.0,5
206.0,5
207.0,5
208.0,5
209.0,5
210.0,5
211.0,5
212.0,5
213.0,5
214.0,5
215.0,4
216.0,4
217.0,4
218.0,3
219.0,3
220.0,3
221.0,3
222.0,3
223.0,3
224.0,3
225.0,3
226.0,3
227.0,3
228.0,3
229.0,3
230.0,3
231.0,3
232.0,3
233.0,3
234.0,3
235.0,3
236.0,3
237.0,3
238.0,3
239.0,3
240.0,3
241.0,3
242.0,3
243.0,3
244.0,3
245.0,3
246.0,3
247.0,3
248.0,3
249.0,3
250.0,3
251.0,3
252.0,3
253.0,3
254.0,3
255.0,3
256.0,3
257.0,2
258.0,2
259.0,2
260.0,2
261.0,2
262.0,2
263.0,2
264.0,2
265.0,2
266.0,2
267.0,2
268.0,2
269.0,2
270.0,2
271.0,2
272.0,2
273.0,2
274.0,2
275.0,2
276.0,2
277.0,2
278.0,2
279.0,2
280.0,2
281.0,1
282.0,1
283.0,1
284.0,1
285.0,1
286.0,1
287.0,1
288.0,1
289.0,1
290.0,1
291.0,1
292.0,1
293.0,1
294.0,1
295.0,1
296.0,1
297.0,1
298.0,1
299.0,1
300.0,1
301.0,1
302.0,1
303.0,1
304.0,1
305.0,1
306.0,1
307.0,1
308.0,1
309.0,1
310.0,1
311.0,1
312.0,1
313.0,1
314.0,1
315.0,1
316.0,1
317.0,1
318.0,1
319.0,1
320.0,1
321.0,1
322.0,1
323.0,1
324.0,1
325.0,1
326.0,1
327.0,1
328.0,1
329.0,1
330.0,1
331.0,1
332.0,1
333.0,1
334.0,1
335.0,1
336.0,1
337.0,1
338.0,1
339.0,1
340.0,1
341.0,1
342.0,1
343.0,1
344.0,1
345.0,1
346.0,1
347.0,1
348.0,1
349.0,1
350.0,1
351.0,1
352.0,1
353.0,1
354.0,1
355.0,1
356.0,1
357.0,1
358.0,1
359.0,1
360.0,1
361.0,1
362.0,1
363.0,1
364.0,1
365.0,1
366.0,1
367.0,1
368.0,1
369.0,1
370.0,1
371.0,1
372.0,1
373.0,1
374.0,1
375.0,1
376.0,1
377.0,1
378.0,1
379.0,1
380.0,1
381.0,1
382.0,1
383.0,1
384.0,1
385.0,1
386.0,1
387.0,1
388.0,1
389.0,1
390.0,1
391.0,1
392.0,1
393.0,1
394.0,1
395.0,1
396.0,1
397.0,1
398.0,1
399.0,1
400.0,1
401.0,1
402.0,1
403.0,1
404.0,1
405.0,1
406.0,1
407.0,1
408.0,1
409.0,1
410.0,1
411.0,1
412.0,1
413.0,1
414.0,1
415.0,1
416.0,1
417.0,1
418.0,1
419.0,1
420.0,1
421.0,1
422.0,1
423.0,1
424.0,1
425.0,1
426.0,1
427.0,1
428.0,1
429.0,1
430.0,1
431.0,1
432.0,1
433.0,1
434.0,1
435.0,1
436.0,1
437.0,1
438.0,1
439.0,1
440.0,1
441.0,1
442.0,1
443.0,1
444.0,1
445.0,1
446.0,1
447.0,1
448.0,1
449.0,1
450.0,1
451.0,1
452.0,1
453.0,1
454.0,1
455.0,1
456.0,1
457.0,1
458.0,1
459.0,1
460.0,1
461.0,1
462.0,1
463.0,1
464.0,1
465.0,1
466.0,1
467.0,1
468.0,1
469.0,1
470.0,1
471.0,1
472.0,1
473.0,1
474.0,1
475.0,1
476.0,1
477.0,1
478.0,1
479.0,1
480.0,1
481.0,1
482.0,1
483.0,1
484.0,1
485.0,1
486.0,1
487.0,1
488.0,1
489.0,1
490.0,1
491.0,1
492.0,1
493.0,1
494.0,1
495.0,1
496.0,1
497.0,1
498.0,1
499.0,1
500.0,1
501.0,1
502.0,1
503.0,1
504.0,1
505.0,1
506.0,1
507.0,1
508.0,1
509.0,1
510.0,1
511.0,1
512.0,1
513.0,1
514.0,1
515.0,1
516.0,1
517.0,1
518.0,1
519.0,1
520.0,1
521.0,1
522.0,1
523.0,1
524.0,1
525.0,1
526.0,1
527.0,1
528.0,1
529.0,1
530.0,1
531.0,1
532.0,1
533.0,1
534.0,1
535.0,1
536.0,1
537.0,1
538.0,1
539.0,1
540.0,1
541.0,1
542.0,1
543.0,1
544.0,1
545.0,1
546.0,1
547.0,1
548.0,1
549.0,1
550.0,1
551.0,1
552.0,1
553.0,1
554.0,1
555.0,1
556.0,1
557.0,1
558.0,1
559.0,1
560.0,1
561.0,1
562.0,1
563.0,1
564.0,1
565.0,1
566.0,1
567.0,1
568.0,1
569.0,1
570.0,1
571.0,1
572.0,1
573.0,1
574.0,1
575.0,1
576.0,1
577.0,1
578.0,1
579.0,1
580.0,1
581.0,1
582.0,1
583.0,1
584.0,1
585.0,0
