"tick","FlagC"
1.0,25
2.0,25
3.0,25
4.0,25
5.0,25
6.0,25
7.0,25
8.0,25
9.0,25
10.0,25
11.0,24
12.0,23
13.0,23
14.0,23
15.0,23
16.0,23
17.0,23
18.0,23
19.0,22
20.0,22
21.0,22
22.0,22
23.0,22
24.0,22
25.0,22
26.0,22
27.0,22
28.0,22
29.0,22
30.0,22
31.0,22
32.0,21
33.0,20
34.0,20
35.0,20
36.0,20
37.0,20
38.0,20
39.0,20
40.0,20
41.0,20
42.0,20
43.0,20
44.0,20
45.0,20
46.0,19
47.0,18
48.0,18
49.0,16
50.0,16
51.0,16
52.0,16
53.0,16
54.0,16
55.0,16
56.0,16
57.0,16
58.0,16
59.0,16
60.0,16
61.0,16
62.0,16
63.0,16
64.0,15
65.0,15
66.0,15
67.0,15
68.0,15
69.0,15
70.0,15
71.0,15
72.0,14
73.0,14
74.0,14
75.0,14
76.0,14
77.0,14
78.0,14
79.0,14
80.0,14
81.0,13
82.0,12
83.0,12
84.0,12
85.0,12
86.0,12
87.0,12
88.0,12
89.0,12
90.0,11
91.0,11
92.0,11
93.0,11
94.0,11
95.0,11
96.0,11
97.0,11
98.0,11
99.0,11
100.0,11
101.0,11
102.0,11
103.0,11
104.0,11
105.0,10
106.0,10
107.0,10
108.0,10
109.0,10
110.0,10
111.0,10
112.0,10
113.0,10
114.0,10
115.0,10
116.0,10
117.0,10
118.0,10
119.0,10
120.0,10
121.0,10
122.0,10
123.0,10
124.0,10
125.0,9
126.0,9
127.0,9
128.0,9
129.0,8
130.0,7
131.0,7
132.0,7
133.0,7
134.0,7
135.0,7
136.0,7
137.0,6
138.0,6
139.0,6
140.0,6
141.0,6
142.0,6
143.0,6
144.0,6
145.0,6
146.0,6
147.0,6
148.0,6
149.0,6
150.0,5
151.0,5
152.0,5
153.0,5
154.0,5
155.0,5
156.0,5
157.0,5
158.0,5
159.0,5
160.0,5
161.0,5
162.0,5
163.0,5
164.0,5
165.0,5
166.0,5
167.0,5
168.0,5
169.0,5
170.0,5
171.0,5
172.0,5
173.0,5
174.0,5
175.0,5
176.0,5
177.0,5
178.0,5
179.0,5
180.0,5
181.0,5
182.0,5
183.0,5
184.0,5
185.0,5
186.0,5
187.0,5
188.0,5
189.0,5
190.0,5
191.0,5
192.0,5
193.0,5
194.0,5
195.0,5
196.0,5
197.0,5
198.0,5
199.0,5
200.0,5
201.0,5
202.0,5
203.0,5
204.0,5
205.0,5
206.0,5
207.0,5
208.0,5
209.0,5
210.0,5
211.0,5
212.0,5
213.0,5
214.0,5
215.0,5
216.0,5
217.0,5
218.0,5
219.0,5
220.0,5
221.0,5
222.0,5
223.0,5
224.0,5
225.0,5
226.0,5
227.0,5
228.0,5
229.0,5
230.0,5
231.0,4
232.0,4
233.0,4
234.0,4
