"tick","FlagC"
1.0,24
2.0,23
3.0,23
4.0,23
5.0,23
6.0,23
7.0,21
8.0,21
9.0,21
10.0,21
11.0,21
12.0,21
13.0,20
14.0,20
15.0,20
16.0,20
17.0,20
18.0,20
19.0,20
20.0,20
21.0,20
22.0,20
23.0,20
24.0,20
25.0,20
26.0,20
27.0,20
28.0,20
29.0,19
30.0,19
31.0,19
32.0,19
33.0,19
34.0,19
35.0,19
36.0,19
37.0,19
38.0,19
39.0,19
40.0,19
41.0,19
42.0,19
43.0,19
44.0,19
45.0,19
46.0,19
47.0,17
48.0,17
49.0,15
50.0,15
51.0,15
52.0,15
53.0,15
54.0,15
55.0,15
56.0,15
57.0,15
58.0,15
59.0,15
60.0,15
61.0,15
62.0,15
63.0,14
64.0,14
65.0,13
66.0,13
67.0,13
68.0,12
69.0,12
70.0,12
71.0,12
72.0,11
73.0,11
74.0,11
75.0,11
76.0,11
77.0,11
78.0,11
79.0,11
80.0,11
81.0,11
82.0,11
83.0,11
84.0,11
85.0,11
86.0,11
87.0,11
88.0,11
89.0,11
90.0,10
91.0,10
92.0,10
93.0,10
94.0,10
95.0,10
96.0,10
97.0,10
98.0,10
99.0,10
100.0,10
101.0,10
102.0,10
103.0,8
104.0,8
105.0,8
106.0,8
107.0,8
108.0,8
109.0,8
110.0,8
111.0,8
112.0,8
113.0,8
114.0,8
115.0,8
116.0,8
117.0,8
118.0,8
119.0,8
120.0,8
121.0,8
122.0,8
123.0,8
124.0,8
125.0,8
126.0,8
127.0,8
128.0,8
129.0,8
130.0,8
131.0,7
132.0,7
133.0,7
134.0,7
135.0,7
136.0,7
137.0,7
138.0,7
139.0,7
140.0,7
141.0,7
142.0,7
143.0,7
144.0,7
145.0,6
146.0,6
147.0,6
148.0,6
149.0,6
150.0,6
151.0,6
152.0,6
153.0,6
154.0,6
155.0,6
156.0,6
157.0,6
158.0,6
159.0,5
160.0,4
161.0,4
162.0,3
163.0,3
164.0,3
165.0,3
166.0,3
167.0,3
168.0,3
169.0,3
170.0,3
171.0,3
172.0,3
173.0,3
174.0,3
175.0,3
176.0,3
177.0,3
178.0,3
179.0,3
180.0,3
181.0,3
182.0,3
183.0,3
184.0,3
185.0,3
186.0,3
187.0,3
188.0,3
189.0,3
190.0,3
191.0,3
192.0,3
193.0,3
194.0,3
195.0,3
196.0,3
197.0,3
198.0,3
199.0,3
200.0,3
201.0,3
202.0,3
203.0,3
204.0,3
205.0,3
206.0,3
207.0,3
208.0,3
209.0,3
210.0,3
211.0,3
212.0,3
213.0,3
214.0,3
215.0,3
216.0,3
217.0,3
218.0,3
219.0,3
220.0,3
221.0,3
222.0,3
223.0,3
224.0,3
225.0,3
226.0,3
227.0,2
228.0,2
229.0,2
230.0,2
231.0,2
232.0,2
233.0,2
234.0,2
235.0,2
236.0,2
237.0,2
238.0,2
239.0,2
240.0,2
241.0,1
242.0,1
243.0,1
244.0,1
245.0,1
246.0,1
247.0,1
248.0,1
249.0,1
250.0,1
251.0,1
252.0,1
253.0,1
254.0,1
255.0,1
256.0,1
257.0,1
258.0,1
259.0,1
260.0,1
261.0,1
262.0,1
263.0,1
264.0,1
265.0,1
266.0,1
267.0,1
268.0,1
269.0,1
270.0,1
271.0,1
272.0,1
273.0,1
274.0,1
275.0,1
276.0,1
277.0,1
278.0,1
279.0,1
280.0,1
281.0,1
282.0,1
283.0,1
284.0,1
285.0,1
286.0,1
287.0,1
288.0,1
289.0,1
290.0,1
291.0,1
292.0,1
293.0,1
294.0,1
295.0,1
296.0,1
297.0,1
298.0,1
299.0,1
300.0,1
301.0,1
302.0,1
303.0,1
304.0,1
305.0,1
306.0,1
307.0,1
308.0,1
309.0,1
310.0,1
311.0,1
312.0,1
313.0,1
314.0,1
315.0,1
316.0,1
317.0,1
318.0,1
319.0,1
320.0,1
321.0,1
322.0,1
323.0,1
324.0,1
325.0,1
326.0,1
327.0,1
328.0,1
329.0,1
330.0,1
331.0,1
332.0,1
333.0,1
334.0,1
335.0,1
336.0,1
337.0,1
338.0,1
339.0,1
340.0,1
341.0,1
342.0,0
