"tick","FlagC"
1.0,23
2.0,23
3.0,23
4.0,23
5.0,23
6.0,22
7.0,21
8.0,21
9.0,21
10.0,21
11.0,21
12.0,20
13.0,20
14.0,20
15.0,19
16.0,19
17.0,19
18.0,19
19.0,18
20.0,18
21.0,18
22.0,17
23.0,17
24.0,17
25.0,17
26.0,17
27.0,17
28.0,17
29.0,17
30.0,17
31.0,16
32.0,16
33.0,16
34.0,16
35.0,16
36.0,16
37.0,16
38.0,16
39.0,16
40.0,16
41.0,16
42.0,16
43.0,15
44.0,15
45.0,15
46.0,14
47.0,14
48.0,14
49.0,14
50.0,14
51.0,14
52.0,13
53.0,13
54.0,13
55.0,13
56.0,13
57.0,13
58.0,13
59.0,13
60.0,13
61.0,12
62.0,12
63.0,12
64.0,12
65.0,12
66.0,12
67.0,12
68.0,12
69.0,12
70.0,12
71.0,12
72.0,12
73.0,12
74.0,12
75.0,12
76.0,11
77.0,11
78.0,11
79.0,11
80.0,11
81.0,11
82.0,11
83.0,11
84.0,11
85.0,10
86.0,10
87.0,10
88.0,10
89.0,10
90.0,10
91.0,10
92.0,10
93.0,10
94.0,10
95.0,9
96.0,9
97.0,9
98.0,9
99.0,9
100.0,9
101.0,9
102.0,9
103.0,9
104.0,9
105.0,9
106.0,9
107.0,9
108.0,9
109.0,9
110.0,8
111.0,8
112.0,8
113.0,8
114.0,8
115.0,8
116.0,8
117.0,8
118.0,8
119.0,8
120.0,8
121.0,8
122.0,8
123.0,8
124.0,8
125.0,8
126.0,8
127.0,8
128.0,8
129.0,8
130.0,8
131.0,8
132.0,8
133.0,8
134.0,8
135.0,8
136.0,8
137.0,8
138.0,8
139.0,8
140.0,8
141.0,8
142.0,8
143.0,8
144.0,8
145.0,8
146.0,8
147.0,8
148.0,8
149.0,8
150.0,8
151.0,7
152.0,7
153.0,7
154.0,7
155.0,7
156.0,7
157.0,7
158.0,7
159.0,7
160.0,7
161.0,7
162.0,7
163.0,7
164.0,7
165.0,7
166.0,7
167.0,6
168.0,6
169.0,6
170.0,6
171.0,6
172.0,6
173.0,6
174.0,6
175.0,6
176.0,6
177.0,6
178.0,6
179.0,6
180.0,6
181.0,6
182.0,6
183.0,6
184.0,6
185.0,6
186.0,6
187.0,6
188.0,5
189.0,5
190.0,5
191.0,5
192.0,5
193.0,5
194.0,5
195.0,5
196.0,5
197.0,5
198.0,5
199.0,5
200.0,5
201.0,5
202.0,5
203.0,5
204.0,5
205.0,5
206.0,5
207.0,5
208.0,5
209.0,5
210.0,5
211.0,5
212.0,5
213.0,5
214.0,5
215.0,5
216.0,5
217.0,5
218.0,5
219.0,5
220.0,5
221.0,5
222.0,5
223.0,5
224.0,5
225.0,5
226.0,5
227.0,5
228.0,5
229.0,5
230.0,5
231.0,5
232.0,5
233.0,5
234.0,5
235.0,5
236.0,5
237.0,5
238.0,5
239.0,5
240.0,5
241.0,5
242.0,5
243.0,5
244.0,5
245.0,5
246.0,5
247.0,4
248.0,4
249.0,4
250.0,4
251.0,4
252.0,4
253.0,4
254.0,4
255.0,4
256.0,4
257.0,4
258.0,4
259.0,4
260.0,4
261.0,4
262.0,4
263.0,4
264.0,4
265.0,4
266.0,4
267.0,4
268.0,4
269.0,4
270.0,4
271.0,4
272.0,4
273.0,4
274.0,4
275.0,4
276.0,4
277.0,4
278.0,4
279.0,4
280.0,4
281.0,4
282.0,4
283.0,4
284.0,4
285.0,4
286.0,4
287.0,4
288.0,4
289.0,4
290.0,4
291.0,4
292.0,4
