"tick","FlagC"
1.0,25
2.0,25
3.0,25
4.0,25
5.0,23
6.0,22
7.0,22
8.0,22
9.0,22
10.0,22
11.0,22
12.0,22
13.0,22
14.0,22
15.0,22
16.0,22
17.0,21
18.0,21
19.0,21
20.0,21
21.0,21
22.0,21
23.0,21
24.0,21
25.0,20
26.0,20
27.0,20
28.0,19
29.0,19
30.0,19
31.0,19
32.0,19
33.0,19
34.0,19
35.0,19
36.0,18
37.0,18
38.0,18
39.0,18
40.0,18
41.0,18
42.0,18
43.0,18
44.0,18
45.0,18
46.0,18
47.0,18
48.0,18
49.0,18
50.0,18
51.0,18
52.0,18
53.0,18
54.0,18
55.0,18
56.0,17
57.0,17
58.0,17
59.0,17
60.0,17
61.0,17
62.0,17
63.0,16
64.0,16
65.0,16
66.0,16
67.0,16
68.0,16
69.0,16
70.0,16
71.0,16
72.0,16
73.0,16
74.0,16
75.0,16
76.0,16
77.0,16
78.0,16
79.0,16
80.0,15
81.0,15
82.0,15
83.0,15
84.0,15
85.0,15
86.0,15
87.0,15
88.0,15
89.0,15
90.0,15
91.0,15
92.0,14
93.0,14
94.0,14
95.0,14
96.0,14
97.0,14
98.0,14
99.0,14
100.0,14
101.0,14
102.0,14
103.0,14
104.0,14
105.0,14
106.0,14
107.0,14
108.0,14
109.0,14
110.0,14
111.0,14
112.0,14
113.0,14
114.0,13
115.0,13
116.0,13
117.0,13
118.0,13
119.0,13
120.0,13
121.0,12
122.0,12
123.0,12
124.0,12
125.0,12
126.0,12
127.0,12
128.0,11
129.0,11
130.0,10
131.0,10
132.0,10
133.0,10
134.0,10
135.0,10
136.0,10
137.0,10
138.0,10
139.0,10
140.0,9
141.0,9
142.0,9
143.0,9
144.0,9
145.0,9
146.0,9
147.0,9
148.0,9
149.0,9
150.0,9
151.0,9
152.0,9
153.0,9
154.0,9
155.0,9
156.0,9
157.0,9
158.0,9
159.0,9
160.0,9
161.0,9
162.0,9
163.0,9
164.0,9
165.0,9
166.0,9
167.0,9
168.0,9
169.0,9
170.0,9
171.0,9
172.0,9
173.0,9
174.0,9
175.0,8
176.0,8
177.0,8
178.0,7
179.0,6
180.0,6
181.0,6
182.0,6
183.0,6
184.0,6
185.0,6
186.0,6
187.0,6
188.0,6
189.0,6
190.0,6
191.0,6
192.0,6
193.0,6
194.0,6
195.0,6
196.0,6
197.0,6
198.0,6
199.0,6
200.0,6
201.0,6
202.0,6
203.0,6
204.0,6
205.0,6
206.0,6
207.0,6
208.0,6
209.0,6
210.0,6
211.0,6
212.0,6
213.0,6
214.0,5
215.0,5
216.0,5
217.0,5
218.0,5
219.0,5
220.0,5
221.0,5
222.0,5
223.0,5
224.0,5
225.0,5
226.0,5
227.0,5
228.0,5
229.0,5
230.0,5
231.0,5
232.0,5
233.0,5
234.0,5
