"tick","FlagC"
1.0,25
2.0,25
3.0,25
4.0,24
5.0,24
6.0,24
7.0,24
8.0,24
9.0,24
10.0,24
11.0,24
12.0,23
13.0,23
14.0,23
15.0,23
16.0,23
17.0,23
18.0,22
19.0,22
20.0,20
21.0,20
22.0,20
23.0,20
24.0,20
25.0,20
26.0,20
27.0,20
28.0,20
29.0,20
30.0,19
31.0,19
32.0,18
33.0,18
34.0,18
35.0,18
36.0,18
37.0,17
38.0,17
39.0,16
40.0,16
41.0,15
42.0,15
43.0,15
44.0,15
45.0,14
46.0,13
47.0,13
48.0,13
49.0,13
50.0,13
51.0,13
52.0,13
53.0,13
54.0,13
55.0,13
56.0,13
57.0,13
58.0,13
59.0,13
60.0,13
61.0,12
62.0,12
63.0,12
64.0,12
65.0,12
66.0,12
67.0,12
68.0,12
69.0,12
70.0,11
71.0,11
72.0,11
73.0,11
74.0,11
75.0,11
76.0,11
77.0,10
78.0,9
79.0,8
80.0,8
81.0,8
82.0,7
83.0,7
84.0,7
85.0,7
86.0,7
87.0,7
88.0,7
89.0,7
90.0,7
91.0,7
92.0,7
93.0,7
94.0,7
95.0,7
96.0,7
97.0,7
98.0,7
99.0,7
100.0,7
101.0,7
102.0,6
103.0,5
104.0,5
105.0,5
106.0,5
107.0,5
108.0,5
109.0,5
110.0,5
111.0,5
112.0,5
113.0,5
114.0,5
115.0,5
116.0,5
117.0,5
118.0,5
119.0,5
120.0,5
121.0,4
122.0,4
123.0,4
124.0,4
125.0,4
126.0,4
127.0,4
128.0,4
129.0,4
130.0,4
131.0,4
132.0,4
133.0,4
134.0,4
135.0,4
136.0,4
137.0,4
138.0,4
139.0,4
140.0,4
141.0,4
142.0,4
143.0,4
144.0,4
145.0,4
146.0,4
147.0,4
148.0,4
149.0,4
150.0,4
151.0,4
152.0,4
153.0,4
154.0,4
155.0,4
156.0,4
157.0,4
158.0,4
159.0,4
160.0,4
161.0,4
162.0,4
163.0,4
164.0,4
165.0,4
166.0,4
167.0,4
168.0,4
169.0,4
170.0,4
171.0,4
172.0,4
173.0,4
174.0,4
175.0,4
176.0,4
177.0,4
178.0,4
179.0,4
180.0,4
181.0,3
182.0,3
183.0,3
184.0,3
185.0,3
186.0,3
187.0,3
188.0,3
189.0,3
190.0,3
191.0,3
192.0,3
193.0,3
194.0,3
195.0,3
196.0,3
197.0,3
198.0,3
199.0,3
200.0,3
201.0,3
202.0,3
203.0,3
204.0,3
205.0,3
206.0,3
207.0,3
208.0,3
209.0,3
210.0,3
211.0,3
212.0,3
213.0,3
214.0,3
215.0,3
216.0,3
217.0,3
218.0,3
219.0,3
220.0,3
221.0,3
222.0,3
223.0,3
224.0,3
225.0,3
226.0,3
227.0,3
228.0,3
229.0,3
230.0,3
231.0,3
232.0,3
233.0,3
234.0,3
