"run","tick","FlagC"
1,1.0,25
1,2.0,24
1,3.0,24
1,4.0,24
1,5.0,23
1,6.0,23
1,7.0,23
1,8.0,23
1,9.0,23
1,10.0,22
1,11.0,22
1,12.0,22
1,13.0,22
1,14.0,22
1,15.0,22
1,16.0,22
1,17.0,22
1,18.0,22
1,19.0,22
1,20.0,22
1,21.0,22
1,22.0,22
1,23.0,22
1,24.0,22
1,25.0,22
1,26.0,22
1,27.0,22
1,28.0,22
1,29.0,21
1,30.0,21
1,31.0,21
1,32.0,21
1,33.0,21
1,34.0,21
1,35.0,21
1,36.0,21
1,37.0,21
1,38.0,21
1,39.0,20
1,40.0,20
1,41.0,20
1,42.0,20
1,43.0,20
1,44.0,20
1,45.0,20
1,46.0,20
1,47.0,20
1,48.0,20
1,49.0,20
1,50.0,20
1,51.0,20
1,52.0,19
1,53.0,18
1,54.0,18
1,55.0,18
1,56.0,18
1,57.0,18
1,58.0,18
1,59.0,18
1,60.0,17
1,61.0,17
1,62.0,17
1,63.0,17
1,64.0,17
1,65.0,17
1,66.0,17
1,67.0,17
1,68.0,17
1,69.0,17
1,70.0,17
1,71.0,17
1,72.0,17
1,73.0,17
1,74.0,17
1,75.0,16
1,76.0,16
1,77.0,16
1,78.0,16
1,79.0,16
1,80.0,16
1,81.0,16
1,82.0,16
1,83.0,16
1,84.0,16
1,85.0,16
1,86.0,16
1,87.0,16
1,88.0,16
1,89.0,15
1,90.0,15
1,91.0,15
1,92.0,15
1,93.0,14
1,94.0,14
1,95.0,14
1,96.0,14
1,97.0,14
1,98.0,14
1,99.0,14
1,100.0,14
1,101.0,14
1,102.0,14
1,103.0,14
1,104.0,14
1,105.0,14
1,106.0,14
1,107.0,14
1,108.0,14
1,109.0,14
1,110.0,14
1,111.0,14
1,112.0,14
1,113.0,14
1,114.0,13
1,115.0,12
1,116.0,11
1,117.0,11
1,118.0,10
1,119.0,10
1,120.0,10
1,121.0,10
1,122.0,10
1,123.0,10
1,124.0,10
1,125.0,10
1,126.0,10
1,127.0,10
1,128.0,10
1,129.0,10
1,130.0,10
1,131.0,10
1,132.0,10
1,133.0,10
