"run","tick","FlagC"
1,1.0,24
1,2.0,23
1,3.0,23
1,4.0,23
1,5.0,23
1,6.0,23
1,7.0,23
1,8.0,22
1,9.0,21
1,10.0,21
1,11.0,21
1,12.0,21
1,13.0,21
1,14.0,21
1,15.0,21
1,16.0,21
1,17.0,21
1,18.0,21
1,19.0,21
1,20.0,21
1,21.0,21
1,22.0,21
1,23.0,21
1,24.0,21
1,25.0,21
1,26.0,21
1,27.0,21
1,28.0,21
1,29.0,21
1,30.0,21
1,31.0,21
1,32.0,21
1,33.0,21
1,34.0,21
1,35.0,21
1,36.0,21
1,37.0,21
1,38.0,21
1,39.0,20
1,40.0,20
1,41.0,20
1,42.0,20
1,43.0,20
1,44.0,20
1,45.0,20
1,46.0,20
1,47.0,20
1,48.0,20
1,49.0,19
1,50.0,19
1,51.0,19
1,52.0,19
1,53.0,19
1,54.0,19
1,55.0,19
1,56.0,19
1,57.0,19
1,58.0,19
1,59.0,18
1,60.0,18
1,61.0,18
1,62.0,18
1,63.0,18
1,64.0,18
1,65.0,17
1,66.0,17
1,67.0,17
1,68.0,16
1,69.0,16
1,70.0,16
1,71.0,16
1,72.0,16
1,73.0,16
1,74.0,16
1,75.0,15
1,76.0,15
1,77.0,15
1,78.0,15
1,79.0,15
1,80.0,15
1,81.0,15
1,82.0,15
1,83.0,14
1,84.0,13
1,85.0,13
1,86.0,13
1,87.0,13
1,88.0,13
1,89.0,13
1,90.0,13
1,91.0,13
1,92.0,13
1,93.0,13
1,94.0,13
1,95.0,13
1,96.0,13
1,97.0,13
1,98.0,13
1,99.0,12
1,100.0,12
1,101.0,12
1,102.0,12
1,103.0,12
1,104.0,12
1,105.0,12
1,106.0,11
1,107.0,11
1,108.0,11
1,109.0,11
1,110.0,11
1,111.0,11
1,112.0,11
1,113.0,11
1,114.0,11
1,115.0,11
1,116.0,11
1,117.0,11
1,118.0,10
1,119.0,10
1,120.0,10
1,121.0,10
1,122.0,10
1,123.0,10
1,124.0,10
1,125.0,10
1,126.0,10
1,127.0,10
1,128.0,10
1,129.0,10
1,130.0,10
1,131.0,10
1,132.0,10
1,133.0,10
1,134.0,10
1,135.0,10
1,136.0,10
1,137.0,8
1,138.0,7
1,139.0,7
1,140.0,7
1,141.0,6
1,142.0,6
1,143.0,6
1,144.0,6
1,145.0,6
1,146.0,6
1,147.0,6
1,148.0,6
1,149.0,6
1,150.0,6
1,151.0,6
1,152.0,6
1,153.0,6
1,154.0,6
1,155.0,6
1,156.0,6
1,157.0,6
1,158.0,6
1,159.0,6
1,160.0,6
1,161.0,6
1,162.0,6
1,163.0,6
1,164.0,6
1,165.0,5
1,166.0,5
1,167.0,5
1,168.0,5
1,169.0,5
1,170.0,5
1,171.0,5
1,172.0,5
1,173.0,5
1,174.0,5
1,175.0,5
1,176.0,5
1,177.0,5
1,178.0,5
1,179.0,5
1,180.0,5
1,181.0,5
1,182.0,5
1,183.0,5
1,184.0,5
1,185.0,5
1,186.0,4
1,187.0,4
1,188.0,4
1,189.0,4
1,190.0,4
1,191.0,4
1,192.0,4
1,193.0,4
1,194.0,4
1,195.0,4
1,196.0,4
1,197.0,4
1,198.0,4
1,199.0,4
1,200.0,4
1,201.0,4
1,202.0,4
1,203.0,4
1,204.0,4
1,205.0,4
1,206.0,4
1,207.0,4
1,208.0,4
1,209.0,4
1,210.0,4
1,211.0,4
1,212.0,4
1,213.0,4
1,214.0,4
1,215.0,4
1,216.0,4
1,217.0,4
1,218.0,4
1,219.0,4
1,220.0,4
1,221.0,4
1,222.0,4
1,223.0,4
1,224.0,4
1,225.0,4
1,226.0,4
1,227.0,4
1,228.0,4
1,229.0,4
1,230.0,4
1,231.0,4
1,232.0,4
1,233.0,4
1,234.0,4
1,235.0,4
1,236.0,4
1,237.0,4
1,238.0,4
1,239.0,4
1,240.0,4
1,241.0,4
1,242.0,4
1,243.0,4
1,244.0,4
1,245.0,4
1,246.0,4
1,247.0,4
1,248.0,4
1,249.0,4
1,250.0,4
1,251.0,4
1,252.0,4
1,253.0,4
1,254.0,4
1,255.0,4
1,256.0,4
1,257.0,4
1,258.0,4
1,259.0,4
1,260.0,4
1,261.0,4
1,262.0,4
1,263.0,4
1,264.0,4
1,265.0,4
1,266.0,4
1,267.0,4
1,268.0,4
1,269.0,4
1,270.0,4
1,271.0,4
1,272.0,4
1,273.0,4
1,274.0,4
1,275.0,4
1,276.0,4
1,277.0,4
1,278.0,4
1,279.0,4
1,280.0,4
1,281.0,4
1,282.0,4
1,283.0,4
1,284.0,4
1,285.0,4
1,286.0,4
1,287.0,4
1,288.0,4
1,289.0,4
1,290.0,4
1,291.0,4
1,292.0,4
1,293.0,4
1,294.0,4
1,295.0,4
1,296.0,4
1,297.0,4
1,298.0,4
1,299.0,4
1,300.0,4
1,301.0,4
1,302.0,4
1,303.0,4
1,304.0,4
1,305.0,4
1,306.0,4
1,307.0,4
1,308.0,4
1,309.0,4
1,310.0,4
1,311.0,4
1,312.0,4
1,313.0,4
1,314.0,4
1,315.0,4
1,316.0,4
1,317.0,4
1,318.0,4
1,319.0,4
1,320.0,4
1,321.0,4
1,322.0,4
1,323.0,4
1,324.0,4
1,325.0,4
1,326.0,4
1,327.0,4
1,328.0,4
1,329.0,4
1,330.0,4
1,331.0,4
1,332.0,4
1,333.0,3
1,334.0,3
1,335.0,3
1,336.0,3
1,337.0,3
1,338.0,3
1,339.0,3
1,340.0,3
1,341.0,3
