"run","tick","FlagC"
1,1.0,24
1,2.0,22
1,3.0,22
1,4.0,22
1,5.0,22
1,6.0,22
1,7.0,22
1,8.0,22
1,9.0,22
1,10.0,22
1,11.0,22
1,12.0,21
1,13.0,20
1,14.0,20
1,15.0,20
1,16.0,20
1,17.0,20
1,18.0,20
1,19.0,20
1,20.0,20
1,21.0,20
1,22.0,20
1,23.0,20
1,24.0,20
1,25.0,20
1,26.0,20
1,27.0,20
1,28.0,19
1,29.0,19
1,30.0,19
1,31.0,19
1,32.0,18
1,33.0,18
1,34.0,17
1,35.0,17
1,36.0,17
1,37.0,17
1,38.0,17
1,39.0,17
1,40.0,17
1,41.0,17
1,42.0,17
1,43.0,17
1,44.0,17
1,45.0,17
1,46.0,17
1,47.0,17
1,48.0,17
1,49.0,17
1,50.0,17
1,51.0,17
1,52.0,17
1,53.0,17
1,54.0,17
1,55.0,17
1,56.0,17
1,57.0,17
1,58.0,17
1,59.0,17
1,60.0,17
1,61.0,17
1,62.0,17
1,63.0,17
1,64.0,17
1,65.0,17
1,66.0,17
1,67.0,16
1,68.0,15
1,69.0,14
1,70.0,14
1,71.0,14
1,72.0,14
1,73.0,14
1,74.0,14
1,75.0,14
1,76.0,14
1,77.0,14
1,78.0,14
1,79.0,14
1,80.0,14
1,81.0,14
1,82.0,14
1,83.0,14
1,84.0,14
1,85.0,14
1,86.0,14
1,87.0,14
1,88.0,14
1,89.0,14
1,90.0,14
1,91.0,14
1,92.0,14
1,93.0,14
1,94.0,14
1,95.0,14
1,96.0,14
1,97.0,14
1,98.0,14
1,99.0,13
1,100.0,12
1,101.0,12
1,102.0,12
1,103.0,12
1,104.0,12
1,105.0,12
1,106.0,12
1,107.0,12
1,108.0,12
1,109.0,12
1,110.0,12
1,111.0,12
1,112.0,12
1,113.0,12
1,114.0,12
1,115.0,12
1,116.0,12
1,117.0,12
1,118.0,12
1,119.0,12
1,120.0,12
1,121.0,12
1,122.0,12
1,123.0,12
1,124.0,12
1,125.0,12
1,126.0,12
1,127.0,12
1,128.0,12
1,129.0,12
1,130.0,12
1,131.0,12
1,132.0,12
1,133.0,12
1,134.0,12
1,135.0,12
1,136.0,12
1,137.0,12
1,138.0,12
1,139.0,12
1,140.0,12
1,141.0,12
1,142.0,12
1,143.0,11
1,144.0,10
1,145.0,9
1,146.0,9
1,147.0,9
1,148.0,9
1,149.0,9
1,150.0,9
1,151.0,9
1,152.0,9
1,153.0,9
1,154.0,9
1,155.0,9
1,156.0,9
1,157.0,9
1,158.0,9
1,159.0,8
1,160.0,8
1,161.0,8
1,162.0,8
1,163.0,8
1,164.0,8
1,165.0,8
1,166.0,6
1,167.0,6
1,168.0,6
1,169.0,6
1,170.0,6
1,171.0,6
1,172.0,6
1,173.0,6
1,174.0,6
1,175.0,6
1,176.0,6
1,177.0,6
1,178.0,6
1,179.0,6
1,180.0,6
1,181.0,6
1,182.0,6
1,183.0,5
1,184.0,5
1,185.0,5
1,186.0,5
1,187.0,5
1,188.0,5
1,189.0,5
1,190.0,5
1,191.0,5
1,192.0,5
1,193.0,5
1,194.0,5
1,195.0,5
1,196.0,5
1,197.0,5
1,198.0,5
1,199.0,5
1,200.0,5
1,201.0,4
1,202.0,4
1,203.0,4
1,204.0,4
1,205.0,4
1,206.0,4
1,207.0,4
1,208.0,4
1,209.0,4
1,210.0,4
1,211.0,4
1,212.0,4
1,213.0,4
1,214.0,4
1,215.0,4
1,216.0,4
1,217.0,4
1,218.0,4
1,219.0,4
1,220.0,4
1,221.0,4
1,222.0,4
1,223.0,4
1,224.0,4
1,225.0,4
1,226.0,3
1,227.0,3
1,228.0,3
1,229.0,3
1,230.0,3
1,231.0,3
1,232.0,3
1,233.0,3
1,234.0,3
1,235.0,3
1,236.0,3
1,237.0,3
1,238.0,3
1,239.0,3
1,240.0,3
1,241.0,3
1,242.0,3
1,243.0,3
1,244.0,3
1,245.0,3
1,246.0,3
1,247.0,3
1,248.0,3
1,249.0,3
1,250.0,3
1,251.0,3
1,252.0,3
1,253.0,3
1,254.0,3
1,255.0,3
1,256.0,3
1,257.0,3
1,258.0,3
1,259.0,3
1,260.0,3
1,261.0,3
1,262.0,3
1,263.0,3
1,264.0,3
1,265.0,3
1,266.0,3
1,267.0,3
1,268.0,3
1,269.0,3
1,270.0,3
1,271.0,3
1,272.0,3
1,273.0,3
1,274.0,3
1,275.0,3
1,276.0,3
1,277.0,3
1,278.0,3
1,279.0,3
1,280.0,3
1,281.0,3
1,282.0,3
1,283.0,3
1,284.0,3
1,285.0,3
1,286.0,3
1,287.0,3
1,288.0,3
1,289.0,3
1,290.0,3
1,291.0,3
1,292.0,3
1,293.0,3
1,294.0,3
1,295.0,3
1,296.0,3
1,297.0,3
1,298.0,3
1,299.0,3
1,300.0,3
1,301.0,3
1,302.0,3
1,303.0,3
1,304.0,2
1,305.0,2
1,306.0,2
1,307.0,2
1,308.0,2
1,309.0,2
1,310.0,2
1,311.0,2
1,312.0,2
1,313.0,2
1,314.0,2
1,315.0,2
1,316.0,2
1,317.0,2
1,318.0,2
1,319.0,2
1,320.0,2
1,321.0,2
1,322.0,2
1,323.0,2
1,324.0,2
1,325.0,2
1,326.0,2
1,327.0,2
1,328.0,2
1,329.0,2
1,330.0,1
1,331.0,1
1,332.0,1
1,333.0,1
1,334.0,1
1,335.0,1
1,336.0,1
1,337.0,1
1,338.0,1
1,339.0,1
1,340.0,1
1,341.0,1
1,342.0,1
1,343.0,1
1,344.0,1
1,345.0,1
1,346.0,0
3,1.0,23
3,2.0,23
3,3.0,23
3,4.0,22
3,5.0,22
3,6.0,22
3,7.0,22
3,8.0,22
3,9.0,21
3,10.0,21
3,11.0,20
3,12.0,20
3,13.0,20
3,14.0,19
3,15.0,18
3,16.0,18
3,17.0,18
3,18.0,18
3,19.0,18
3,20.0,18
3,21.0,18
3,22.0,18
3,23.0,17
3,24.0,17
3,25.0,16
3,26.0,16
3,27.0,14
3,28.0,14
3,29.0,13
3,30.0,13
3,31.0,12
3,32.0,12
3,33.0,11
3,34.0,11
3,35.0,11
3,36.0,10
3,37.0,10
3,38.0,9
3,39.0,9
3,40.0,8
3,41.0,8
3,42.0,8
3,43.0,8
3,44.0,7
3,45.0,7
3,46.0,6
3,47.0,6
3,48.0,6
3,49.0,6
3,50.0,6
3,51.0,6
3,52.0,6
3,53.0,6
3,54.0,6
3,55.0,6
